ID, Company Name, Category, Country, Email, Phone, Website
129,Isomed,,Morocco,aicha.elkhamlichi@isomed.ma,+212 2 299 3061,
130,Concordia Int'l Ltd.,,Myanmar,,+95 1 654 951 8,
131,Apex Medical,,Namibia,rick@apexmednam.com,+264 81 693 9183,
132,Erongo MED,,Namibia,info@erongomed.com,+264 61 2965900,
133,Richard Wolf India Private Limited,,India,india@richard-wolf.com,+91 124 4315 700,
134,Arsis Medical BV,,Netherlands,support@arsismedical.nl,+31 30 2410090,https://arsismedical.nl
135,Obex Medical,,New Zealand,info@obex.co.nz,+64 800-656-239,https://www.obex.co.nz/
136,MDP Nicaragua S.A.,,Nicaragua,info@mdpmedical.com,+505 9990 1752,http://www.mdpmedical.com
137,The Biostadt Company,,Nigeria,info@biostadtgroup.com,+234 809 465 5555 / +234 803 334 1399,www.biostadtgroup.com
138,Net Electronics,,North Macedonia,vlatko@netmh.com.mk,+389 2 390 252,
139,Kebomed AS,,Norway,info@kebomed.no,+47 55 98 77 00,http://www.kebomed.no
140,Waleed Pharmacy & Stores LLC,,Oman,madhu_wpl@omzest.com,+968 24494766,
141,VERIZON,,Pakistan,a.rehman@verizonhealth.pk,+92 42 35877471 7273,
142,FourMed Palestine,,Palestine,Fahmi@four-med.com,+970 9 2380780,www.fourmed.com
143,Fast Medic,,Panama,jogonzalez@fastmedic.com,+507 301 3278,https://www.fastmedic.com
144,Salumax,,Paraguay,rosinacarbonati@salumax.com,+59 598 1280524,
145,REPRESENTACIONES MEDICAS MARY DEL PERU S.A.C.,,Peru,marketing@medicasmary.com,+51 939 757 316,http://www.medicasmary.com
146,MeriJR Enterprises Inc.,,Philippines,info@merijr.com,+63 2 655-8914 108,http://www.merijr.com
147,Meden Inmed Sp. z o.o.,,Poland,kwasilewska@meden.com.pl,+48 94 344 90 59,http://www.meden.com.pl
148,Forscoptic,,Portugal,jose.guimaraes@forscoptic.pt,3.51912E+11,www.forscoptic.pt
149,Lusopalex LDA.,,Portugal,r.sousa@lusopalex.com,+351 21434 47 40,http://www.lusopalex.com
150,Ali Bin Ali Medical,,Qatar,majid.haddadi@alibinali.com,+974 4867871,http://www.alibinali.com
151,Vavian Trading S.R.L.,,Romania,office@vavian.ro,+40 21 317 91 88,
152,TTT HealthCare GmbH,,Russia,info@ttt-gmbh.com,+49 151 15353792,ttt-gmbh.com
153,OOO Urotech,,Russia,info@urotech-med.ru,+7 495 798 4086,https://urotech-med.ru/
154,OOO “Nevskye Medicinskye Systemy”,,Russia,sales@nmsystems.ru,+7 812 718 1318,www.nmsystems.ru
155,Life Science Medical s.r.o.,,Russia,director@lifesciencemedical.eu,+421 904 661 202,www.lsmed.eu
156,OOO Biocard,,Russia,biocardnsk@mail.ru,+7 383 347 47 81,
157,OOO MT Technica,,Russia,info@mttechnica.ru,+7 800 707 00 35,http://www.mttechnica.ru
158,Rafeef Medical Company Ltd,,Rwanda,info@rafeefgroup.com,+249 968 099 106,https://www.rafeefgroup.com
159,Mediserv Medical Supplies & Services Co. Ltd.,,Saudi Arabia,muhammed.Navas@alibinali.com,+966 (11) 4780555,www.mediserv.com.sa
160,Lupus Medical,,Serbia,office@lupus-medical.rs,+381 11 216 70 27,http://www.lupus-medical.rs
161,QST TECHNOLOGIES PTE LTD,,Singapore,sales.sg@qsttech.com,+65 62706260,http://www.qsttech.com/
162,MG - Slovakia s.r.o.,,Slovakia,marcel.sovis@mg-slovakia.sk,+421 948 343 414,http://www.mg-slovakia.sk
163,Medip d.o.o,,Slovenia,info@medip.si,+386 41 88 91 96,http://medip.si
164,Star Healthcare Solutions,,Somalia,Info@starhealth.so,2.5262E+11,https://starhealth.so
165,High Tech Medical Services Pty Ltd.,,South Africa,sales@hightechmedical.co.za,+27 86 162 2657,www.hightechmedical.co.za
166,SOGOO Corporation,,South Korea,mail@sogoo.co.kr,+82 2 569 0740,http://www.sogoo.co.kr
167,WSI Co.,,South Korea,wsi2012@naver.com,+82 2 3447 9659,
168,Richard Wolf Endoscopia Ibérica SLU,,Spain,spain@richard-wolf.com,+34 983 772 960,
169,Palex Medical,,Spain,,+34 93400 6500,http://www.palexmedical.com
170,Richard Wolf India Private Limited,,India,india@richard-wolf.com,+91 124 4315 700,
171,Rafeef For Integrated Solutions Co. Ltd.,,Sudan,info@rafeefgroup.com,+249 183 777 742,http://www.rafeefgroup.com
172,Mederi N.V.,,Cuba,frank.curiel@mederinv.com,+297 582 3099,http://www.mederinv.com
173,Kungshusen Medicinska AB,,Sweden,mail@kungshusen.se,-568,http://www.kungshusen.se
174,Duomed Swiss AG,,Switzerland,info.ch@duomed.com,+41 41 510 07 00,https://www.duomed.com/
175,BitarMed Company,,Syria,mahmoudbitar@bitarmed.com,+96 3116 630090,
176,Willrey Medical Co. Ltd.,,Taiwan,smartech.tw@gmail.com,-1711,
177,Berli Jucker Public Company Limited,,Thailand,PhichukM@bjc.co.th,-970,
178,Medico Continental Carthage,,Tunisia,medico.continental@gmail.com,+216 31 404 712,
179,Endoskopi Ticaret Ltd. Şti.,,Turkey,info@endoskopi.com.tr,+90 212 221 4121,http://www.endoskopi.com.tr
180,Medgarant,,Ukraine,medgarant@nline.net.ua,+380 44 502 17 36,
181,PrimeMed LLC,,Ukraine,info@primemed.com.ua,+38 050 272 09 72,
182,Rimed Ltd.,,Ukraine,rimedkiev@gmail.com,+380 50 41 06 126,
183,Sherl Ltd.,,Ukraine,med@sherl.ua,+38 096 3828380,http://www.sherl.ua
184,Richard Wolf Middle East (Branch office),,United Arab Emirates,middle.east@richard-wolf.com,+971 4368 1920,
185,FourMed Medical Supplies,,United Arab Emirates,info@fourmed.com,+971 4 363 5445,http://www.fourmed.com
186,FourMed Medical Supplies Head Office,,United Arab Emirates,info@fourmed.com,+971 2 4469664,http://www.fourmed.com
187,Richard Wolf UK Ltd.,,United Kingdom,uk@richard-wolf.com,+44 20 8944 7447,https://www.richard-wolf.uk
188,Richard Wolf Medical Instruments Corporation,,United States,info@richardwolfusa.com,(847) 913-1113,https://www.richard-wolf.com/en-us/
189,Benjamin Margolis,,United States,benmar1@earthlink.net,(951) 677-0984,
190,Electroplast S.A.,,Uruguay,Electroplast@epsa.com.uy,+598 2 600 5211,http://www.epsa.com.uy
191,Distribuidora Atlantis 1 CA,,Venezuela,mkleiner@atlantismedica.com,+58 212 234 5066,
192,Richard Wolf Vietnam Company Limited,,Vietnam,,+49 7043 35-0,https://www.richard-wolf.com
193,Thanh Phuong Co. Ltd.,,Vietnam,info@thanhphuongco.com.vn,1631973976,https://thanhphuongco.com.vn
194,TNT Trading and Technology Co. Ltd,,Vietnam,info@tntmedical.com.vn,+842 439879968,https://tntmedical.com.vn
195,Al-Wafa'a Medical Corp.,,Yemen,info@alwafaamedical.com,+967 1 24 77 77,http://www.alwafaamedical.com
